portfolio_id,date,portfolio_value,return_percentage,benchmark_return,net_inflows,net_outflows
8069,2024-07-15,349056.74,6.95,7.21,13509.1,14667.42
6906,2023-07-15,247900.25,-0.81,-0.67,8385.04,19995.98
8996,2022-12-23,449614.88,6.42,6.59,1771.77,6019.64
4843,2024-08-04,258593.02,-3.16,-3.0,18420.23,4551.1
3193,2024-04-26,409764.32,0.34,0.36,18228.47,17371.95
6661,2024-07-15,452443.73,18.62,18.65,16359.44,8414.58
5110,2024-07-15,435820.41,-3.92,-3.48,18782.61,12637.09
7071,2023-03-28,90933.43,15.4,15.95,361.51,16266.15
6258,2023-11-08,76224.73,11.57,10.49,11976.35,9524.41
2582,2022-12-10,260651.66,3.45,3.76,6765.73,3889.21
4007,2024-03-04,409606.6,-0.85,-0.9,5300.66,17883.69
1845,2023-08-02,104712.91,7.19,8.27,7709.84,7259.23
7581,2023-11-21,304274.89,1.02,1.14,3022.48,19061.76
1784,2024-09-10,315709.19,15.94,15.33,236.96,3755.01
7691,2023-02-13,422990.7,-5.55,-6.24,19251.62,357.42
6810,2024-02-21,410379.42,10.12,8.32,17260.04,15584.04
9566,2023-07-25,157375.23,-9.78,-9.71,1014.64,6305.33
7581,2024-08-01,366677.53,19.13,17.99,19708.16,6439.8
6297,2024-02-26,295492.24,-0.58,-0.58,4343.99,8031.69
8994,2024-06-18,48953.42,-1.19,-1.37,3049.25,6573.96
5968,2023-01-02,429885.22,18.58,15.72,10936.3,13076.79
9575,2024-09-22,180161.38,1.39,1.66,13549.9,14668.31
8996,2023-08-11,292364.65,-6.63,-5.98,5358.86,15129.79
3778,2022-12-06,48109.98,7.0,6.36,1780.32,12235.94
6369,2023-01-08,322512.93,6.18,5.21,15196.97,11908.03
9698,2023-09-30,298382.64,1.57,1.73,15256.08,13295.89
8853,2023-01-05,367259.36,18.64,17.39,12236.9,13073.9
1784,2023-08-22,277967.88,19.72,16.19,16873.41,17569.49
3725,2022-09-30,149987.18,7.95,9.49,3778.37,8382.32
1770,2022-11-07,172392.87,-9.4,-8.39,17361.52,1989.06
3193,2023-05-04,376286.5,15.47,12.5,3829.87,6574.93
4771,2023-01-08,326342.76,6.67,6.64,3680.26,11517.8
5110,2023-08-29,155331.57,-1.11,-1.04,13020.81,1713.94
9116,2023-03-01,122272.8,-1.91,-1.78,16171.66,3361.45
5158,2023-04-10,224214.22,8.11,9.11,4812.89,14582.54
5933,2024-06-30,371535.57,1.22,1.14,17282.15,116.81
9153,2023-07-26,222378.72,17.76,15.65,19769.05,4504.53
1858,2023-06-28,67287.83,13.5,15.02,1291.35,13279.37
9566,2023-10-19,472539.04,14.8,13.48,16006.6,18331.7
4390,2022-12-27,460494.4,15.73,16.33,12583.93,3285.6
8371,2023-09-26,308466.94,-2.74,-2.53,15694.87,7345.07
5264,2023-02-09,485641.06,5.06,5.63,6973.63,13697.98
2720,2023-02-23,395068.96,11.44,10.99,11202.02,6483.81
8313,2023-08-13,217926.05,19.67,21.57,7389.32,9046.9
8356,2023-06-26,236290.82,10.69,11.14,13176.29,4415.37
7654,2023-02-14,25731.99,-9.77,-11.61,17070.3,13539.32
7983,2024-07-10,26259.24,9.62,8.38,12539.42,2765.31
4705,2023-01-22,24415.37,-1.22,-1.46,1092.66,3570.12
1787,2023-10-20,41033.35,2.51,2.68,14408.83,13929.95
9866,2023-12-23,43985.14,-7.67,-7.14,9027.93,8058.42
3900,2023-06-24,464848.37,5.92,5.87,5398.23,483.73
3725,2023-02-18,206212.19,15.24,14.76,1742.5,19032.18
4957,2024-07-17,25373.62,-5.33,-4.32,5838.59,2816.18
9751,2023-10-25,497658.58,16.58,16.59,15556.3,7198.39
5431,2024-05-24,426668.89,12.37,12.4,12308.73,159.09
8156,2022-10-29,161975.51,13.41,15.91,1175.75,11190.47
9427,2023-04-06,269468.02,12.79,13.3,5623.82,14106.39
1858,2023-02-25,477640.4,15.37,16.57,10854.68,10894.99
9834,2022-10-27,76417.94,4.93,4.72,12752.84,9794.94
2474,2023-04-17,174965.03,18.36,20.3,10092.18,8509.92
2448,2023-02-24,133763.03,0.35,0.42,4758.05,3760.74
8002,2023-10-06,467896.8,-4.82,-5.09,4063.6,16812.3
9656,2023-04-04,82730.97,17.92,16.14,1991.07,2289.93
8853,2024-01-13,354135.98,18.77,15.84,14498.27,13421.67
7976,2023-09-10,83396.13,5.15,4.89,19534.56,7632.55
9525,2023-07-13,370078.72,-7.67,-6.33,18551.24,9174.78
7071,2023-02-02,418275.8,11.54,11.27,3508.8,7592.84
2159,2023-08-06,177997.75,17.95,15.03,3910.96,17030.08
4705,2023-07-06,474293.91,0.37,0.44,1931.37,17509.39
8977,2023-08-23,183201.52,-0.25,-0.27,4075.41,3325.13
9920,2022-10-30,318468.63,-0.65,-0.77,19106.1,16678.86
6661,2024-05-04,203108.88,-1.64,-1.88,2253.51,2806.11
5933,2024-04-18,340463.94,-8.96,-9.49,17596.61,13445.48
1138,2024-04-09,24145.49,-8.1,-6.93,7310.82,5236.56
9733,2024-07-10,486795.17,14.0,16.66,14572.59,16031.38
5705,2023-08-11,452936.57,13.7,12.07,944.25,1792.06
1770,2024-07-02,135864.79,14.36,13.04,17890.69,12014.04
7976,2024-07-20,195480.98,12.99,15.23,14599.3,5119.8
4157,2024-04-04,57029.01,8.5,7.1,12286.34,7328.26
5792,2023-11-15,233749.78,-1.99,-1.97,18848.62,8085.72
8907,2024-07-02,87081.23,5.8,5.34,1192.85,5187.96
9656,2023-01-06,393100.55,0.29,0.27,4935.05,7142.3
7654,2022-12-18,251832.5,-7.67,-9.12,19318.88,13407.34
1269,2024-08-11,285935.37,-0.3,-0.32,13839.5,3963.09
2079,2023-09-27,24938.13,10.34,12.15,9214.46,2251.39
6258,2024-08-18,422965.69,11.9,14.26,4255.86,2148.67
3109,2024-06-07,347402.26,7.5,6.12,3454.78,5666.08
1845,2023-03-20,274853.19,13.49,15.24,6424.92,16127.96
8355,2023-09-10,115795.19,5.8,5.38,19175.29,12040.6
4771,2023-06-12,302480.5,19.81,18.53,19607.81,17480.85
1845,2024-04-26,113442.74,-8.09,-9.24,6508.27,16271.94
7948,2023-01-03,392609.21,10.91,13.08,9397.18,18451.0
2142,2022-12-10,88301.06,6.06,6.97,13854.07,8408.43
8355,2024-05-23,249662.91,-6.85,-8.02,3154.97,6949.97
5264,2024-03-15,176730.52,0.37,0.37,18897.13,459.53
7270,2023-02-23,275273.57,-1.83,-1.82,11888.9,1436.18
4919,2024-03-13,54799.26,17.52,17.21,16900.2,17309.42
4157,2024-03-10,483085.36,-4.64,-5.26,14181.82,14203.56
6297,2024-02-16,12534.29,8.42,7.22,14619.78,5625.08
8907,2024-05-03,48550.68,-7.91,-9.39,6279.2,7653.58
4007,2024-04-07,247549.19,11.97,14.32,2998.5,3077.48
5431,2023-03-15,295518.07,-6.18,-6.55,9114.29,14273.15
2235,2024-03-13,239598.32,1.46,1.55,16346.91,4698.89
8977,2023-01-19,227123.9,-8.5,-7.82,14054.63,14785.7
3300,2023-05-29,466083.05,17.41,19.11,19314.32,1086.08
2461,2023-10-15,215804.2,4.33,4.05,1421.81,6224.49
9566,2022-10-07,358635.99,-0.78,-0.64,17607.5,13940.85
2582,2023-12-14,16673.37,-0.34,-0.39,12720.91,5026.41
2525,2023-12-16,487593.37,-1.26,-1.21,10076.0,12647.2
1784,2023-02-26,151263.71,-3.54,-3.91,2136.91,8539.35
2344,2024-07-16,355330.69,16.11,14.24,1150.55,5980.99
8625,2023-08-26,92356.31,11.78,9.52,1278.01,14672.08
7049,2024-05-07,135839.37,-9.65,-9.93,11736.9,1573.74
4948,2024-05-22,470746.63,2.36,1.98,3383.62,17052.88
6369,2022-11-05,186785.26,-2.69,-2.88,9778.35,3240.47
1666,2023-01-28,409593.85,7.36,7.03,14077.96,15812.08
8313,2023-05-03,187337.41,4.04,4.34,6628.08,4557.78
3258,2023-02-24,147376.21,0.99,1.18,2113.19,12131.61
7634,2022-10-18,28477.24,15.59,14.19,10702.76,14325.33
6070,2023-11-16,256129.13,-4.04,-3.59,497.64,465.16
2079,2023-09-01,184636.77,-6.92,-7.98,16056.25,11794.87
5007,2022-12-07,437174.9,-0.42,-0.4,12203.97,935.05
5663,2024-03-01,357234.01,17.61,20.41,10426.51,5892.73
4957,2023-06-27,307165.07,-0.17,-0.14,1671.38,16025.19
9751,2024-08-30,399279.01,17.29,17.98,737.72,6533.82
5318,2024-02-08,267086.98,-1.81,-1.61,10609.35,18830.69
7582,2024-05-10,364346.85,-2.3,-2.29,18703.61,19761.22
7976,2024-02-04,382610.33,-3.59,-3.63,3042.97,9437.63
9031,2022-11-10,312439.28,12.04,10.24,4727.48,19531.72
1405,2022-10-14,116514.6,3.03,3.19,14886.86,14143.88
5318,2024-05-03,21969.6,-2.45,-2.56,11747.17,18443.13
5110,2023-12-19,244023.05,-2.65,-2.17,11357.04,7992.18
2696,2023-05-24,27995.32,19.18,20.31,9830.32,6929.32
7172,2024-02-20,388638.33,12.16,10.66,10493.39,1859.59
8582,2024-09-20,477693.23,4.18,4.5,13719.97,5614.52
8069,2023-02-01,110794.02,18.78,22.25,5459.87,1495.09
4390,2023-03-18,266313.03,6.09,5.12,19725.26,7735.43
2235,2023-12-01,263540.62,1.58,1.75,4121.13,4360.13
5318,2023-12-03,171136.29,-9.97,-10.6,5477.66,15295.96
6536,2024-09-25,195657.14,6.06,5.19,19143.17,11420.71
1471,2023-11-13,271375.47,19.86,23.1,19948.49,395.05
5646,2023-02-12,30963.87,-9.92,-10.61,8559.88,3155.77
7027,2022-11-13,302321.12,-1.44,-1.16,5061.57,843.59
8368,2023-01-07,166886.57,5.84,6.25,4816.15,4237.36
2582,2023-08-07,344841.11,4.49,4.08,6553.84,13042.42
6297,2024-06-04,304983.43,0.81,0.76,6198.38,13470.51
1787,2024-04-06,59297.91,14.69,16.13,18613.44,18341.55
9236,2023-11-29,332024.01,6.86,8.1,2871.17,396.11
4948,2024-09-08,221522.94,12.95,12.68,14408.63,7326.43
9015,2024-07-13,266143.41,15.1,17.41,5039.8,17659.03
8368,2022-10-21,282115.42,-3.16,-3.04,9185.58,19794.97
2582,2023-08-01,371196.34,10.86,11.6,14674.15,12357.87
8503,2022-12-06,386077.74,1.09,1.07,7301.65,11974.21
9044,2023-05-31,411852.83,-5.23,-5.11,19997.41,2376.05
8156,2024-07-11,245672.75,16.87,20.2,12758.47,14126.97
8356,2024-03-25,51922.26,7.47,6.95,12686.63,18318.47
8371,2023-11-06,478274.33,2.65,2.37,1267.75,15880.89
9733,2024-08-30,235215.67,5.07,4.49,18366.64,16338.47
9427,2023-12-04,383339.04,-7.45,-8.31,11865.06,14878.94
7265,2023-03-20,232807.2,19.58,20.99,16773.76,17800.19
8280,2022-12-02,444254.61,-2.16,-2.35,17414.94,11389.34
1204,2023-12-28,392450.55,-7.94,-7.8,14626.61,2004.97
5431,2024-05-15,215122.84,10.58,10.48,8485.59,17554.48
3109,2023-12-28,250597.11,11.77,9.94,775.58,9597.25
4877,2023-10-25,374442.08,-9.61,-8.29,19778.39,1420.94
4430,2024-07-02,61251.25,-3.44,-2.77,7001.86,9363.11
8280,2023-02-14,9040.91,-8.42,-7.7,712.73,19876.13
4919,2023-09-13,174571.15,-6.43,-7.41,9446.23,5441.83
8069,2024-04-05,304989.49,11.68,10.57,6246.73,7758.56
7691,2022-10-20,269600.25,-5.77,-5.03,10490.2,13180.06
9044,2023-01-08,14347.04,-9.58,-10.45,2787.94,7074.06
8032,2022-12-19,326411.01,-3.45,-3.39,3849.42,17706.63
4007,2023-12-18,46648.21,-0.69,-0.62,17036.1,17585.71
7602,2024-02-06,383165.09,-1.65,-1.86,7741.28,2470.91
5318,2024-08-09,138175.76,-3.88,-3.64,11331.57,5529.57
1204,2023-01-12,125138.08,13.66,11.17,1246.68,11864.22
8996,2024-05-07,339565.99,10.37,10.27,18337.84,12984.19
7071,2024-09-21,124424.81,3.66,3.89,6171.95,18892.76
2253,2023-02-13,268443.07,3.23,2.77,2647.89,5388.92
3900,2023-04-18,406423.41,1.2,0.98,8503.73,11024.17
7027,2023-12-29,45160.49,0.92,1.0,17402.03,15988.03
7046,2024-09-10,54623.31,-7.86,-8.61,2898.13,19720.07
9031,2024-01-12,42948.8,19.86,16.19,10774.58,366.39
7634,2023-04-12,471903.33,-6.11,-5.41,13988.55,4847.14
5968,2023-10-12,371176.86,-9.9,-10.59,16665.03,13270.84
8032,2024-06-13,313171.42,14.1,16.13,4596.34,2062.62
2678,2023-08-03,107196.46,3.64,3.26,17080.96,16493.13
8907,2023-10-05,80891.12,13.15,11.96,10855.12,15756.38
5631,2023-12-07,144919.4,-4.13,-3.75,14828.2,3498.04
4351,2022-12-03,379988.73,3.63,3.8,18977.67,7164.61
3574,2023-09-11,347514.27,8.64,8.93,11007.87,18371.66
8353,2024-07-18,121560.56,5.72,5.05,6668.51,2181.89
8280,2023-09-08,65513.99,-6.0,-6.14,4349.18,15903.23
2697,2024-06-27,422164.48,11.86,14.13,10736.86,2928.18
9153,2023-10-17,53501.59,5.76,6.82,12924.89,1490.79
7265,2023-01-11,255828.8,17.44,14.33,8794.72,7008.67
4566,2023-05-04,148463.8,1.74,2.06,7984.01,18552.59
9015,2023-11-05,266903.29,17.01,15.68,15724.76,6641.81
7258,2023-07-29,450994.02,12.15,10.89,2792.04,1362.51
2525,2024-04-24,371711.24,-6.25,-5.93,5961.13,7259.45
1666,2023-05-21,85794.62,12.2,14.0,11405.68,4265.08
9525,2023-11-02,249591.67,7.79,8.26,2101.88,15077.92
6810,2022-11-08,125241.06,-9.88,-10.02,8872.34,8828.79
2131,2023-03-01,267456.87,3.71,3.76,17214.86,14868.78
6750,2023-01-29,30824.47,19.1,16.05,4881.2,13636.12
3112,2022-11-30,191474.03,14.32,15.94,9576.22,9605.43
3302,2023-08-25,205424.48,5.21,4.75,5111.32,19702.0
4430,2023-08-30,22082.46,-6.86,-6.5,15139.45,1305.52
6906,2023-11-07,80476.99,6.02,6.78,3948.47,18559.53
2183,2024-02-16,344319.78,5.74,4.93,13084.37,8001.36
7071,2024-01-08,14403.08,16.74,19.92,18557.27,2787.92
5108,2023-08-25,79713.73,18.05,17.97,4330.41,6584.41
3778,2024-07-22,351114.27,-0.16,-0.15,11105.56,16043.31
9920,2024-02-14,288670.0,11.28,12.02,19739.07,2519.97
8371,2023-06-16,450324.82,1.84,2.17,5999.74,7826.3
4566,2023-01-13,170114.59,-2.25,-2.47,7218.88,13288.79
2142,2023-12-17,332514.82,-4.39,-5.14,2443.18,7183.46
9427,2024-05-08,210025.68,11.62,9.78,1438.72,8886.55
4993,2023-04-02,483341.84,2.62,2.81,3366.03,4855.2
3640,2023-12-29,435861.32,7.25,6.53,1368.87,13299.91
8234,2024-02-26,493663.87,15.96,14.33,14358.79,5018.32
3109,2024-09-25,446531.3,19.68,21.93,3984.17,18468.29
6590,2023-01-09,244930.92,-4.15,-4.03,10896.0,777.54
4705,2023-12-27,153406.15,-5.65,-6.71,19916.0,6411.78
8996,2024-05-31,279795.11,3.2,2.6,4893.0,10454.58
7027,2024-03-13,234012.54,19.37,21.01,2832.76,14300.73
9566,2024-09-13,103794.07,9.89,11.49,113.47,19938.84
2150,2022-10-15,64007.22,-7.58,-6.15,11018.19,9625.96
3617,2022-10-18,278402.93,-3.17,-3.19,2750.11,17771.38
6218,2023-07-30,112138.83,6.22,6.52,12455.32,12476.27
3302,2024-01-29,214874.71,-3.16,-3.78,282.97,8675.38
2157,2022-11-25,383957.9,-7.78,-8.22,15080.4,10681.38
1280,2023-10-15,86931.26,5.83,5.87,18066.01,16594.79
2079,2024-03-20,184479.65,4.66,4.26,631.64,4798.07
2678,2023-05-17,387561.0,-7.58,-7.3,15033.52,2676.63
8313,2023-03-15,172426.67,10.17,11.71,2201.03,18298.34
4862,2023-11-19,227679.95,-2.68,-3.07,3431.37,17271.4
1719,2024-01-07,42783.68,-1.79,-1.6,11.66,18192.37
1471,2023-01-20,345151.47,8.0,8.47,15767.78,15740.28
1763,2024-04-23,378265.36,-0.9,-1.04,15711.0,12336.81
1845,2023-02-19,421973.02,8.34,9.35,2193.19,1845.61
9733,2023-07-30,288958.54,-1.75,-1.66,16321.57,16307.95
9566,2024-05-01,203461.68,5.49,4.7,5759.02,1710.7
9153,2024-05-21,229009.97,0.02,0.02,15308.36,18452.7
2525,2023-04-18,344793.66,18.12,18.69,12902.19,3978.91
8156,2024-09-18,292830.94,-8.54,-9.6,13267.82,10784.34
8503,2023-12-05,289705.92,14.64,12.53,17043.83,5327.24
9153,2023-07-01,6173.95,-6.65,-7.68,3033.83,16609.18
4119,2023-04-05,276174.0,-7.93,-8.31,15178.32,9486.65
8853,2024-05-19,105686.56,7.51,8.5,11342.07,17802.49
2461,2023-07-07,380136.8,17.72,14.33,16626.3,8584.82
4390,2024-01-05,475563.41,6.71,7.56,4256.83,7656.1
8582,2024-04-21,259745.91,-0.12,-0.13,6564.76,6199.71
8313,2023-12-31,135091.36,18.96,20.4,7740.67,5496.12
7948,2022-10-19,230369.96,17.23,16.21,14788.47,7568.6
5318,2023-11-17,76498.21,-9.89,-8.08,11892.01,3853.27
1069,2023-09-30,453525.58,-2.47,-1.98,11682.69,33.73
3504,2023-07-20,18066.87,-3.6,-3.96,13630.78,1362.67
3938,2023-08-21,107072.54,4.62,4.18,3603.37,15519.96
8280,2023-05-18,235222.94,-1.35,-1.23,15752.41,7135.22
2697,2024-03-08,463403.77,6.07,5.17,5706.4,3203.44
8353,2023-03-24,13648.45,-9.9,-8.9,5337.14,13268.9
9015,2023-06-03,400132.85,-7.55,-6.84,15303.49,10349.39
5044,2023-10-27,451813.31,-2.02,-1.88,6211.83,19763.07
8582,2024-08-25,371230.92,-1.28,-1.4,10567.47,14276.03
2678,2024-08-28,422095.45,10.13,9.23,6533.29,9201.32
8996,2024-06-29,254633.25,19.31,16.41,15328.17,3739.83
9656,2024-07-23,419961.05,5.6,5.99,10758.31,12987.08
4957,2023-05-16,258103.13,15.14,14.86,9543.94,18506.58
7234,2024-05-06,299694.12,-6.84,-6.56,2646.46,10769.73
2157,2023-05-30,432079.93,7.21,6.08,14372.89,13178.21
9866,2023-05-30,307159.55,19.27,20.83,6812.31,17199.43
1932,2023-09-17,318611.22,1.49,1.47,10948.83,12328.82
8002,2024-09-01,339744.75,3.53,3.14,1175.35,11364.54
5663,2024-06-01,311612.19,8.67,9.45,5910.58,12675.08
4993,2024-03-30,226625.01,-5.04,-4.17,14041.59,13474.38
6369,2023-06-18,253119.75,6.26,6.07,2270.02,15937.15
8582,2022-10-12,446574.38,-9.14,-8.65,5522.96,8274.29
1029,2024-03-08,357272.05,-0.09,-0.09,16312.78,8400.54
8356,2023-11-04,359832.14,0.72,0.72,760.0,8179.89
4115,2023-03-29,444957.53,10.22,10.52,13705.89,18596.24
6536,2022-10-24,399433.53,19.9,21.19,17378.73,7006.03
9733,2024-07-08,81483.96,0.98,1.11,11078.49,7551.96
7581,2023-08-10,48561.24,2.6,2.49,5924.41,12371.06
6444,2022-09-26,239284.31,4.96,5.13,5319.07,10177.94
4948,2023-08-10,463335.66,0.72,0.64,2942.64,18828.46
4119,2024-06-03,406459.99,11.35,10.77,202.51,12568.19
6590,2024-05-12,334500.35,-3.59,-3.43,13721.22,13983.36
1029,2023-05-07,255893.18,-7.72,-9.15,12851.48,4922.86
8371,2024-09-18,472895.16,14.17,13.04,13843.29,10680.28
7581,2023-07-16,333710.18,3.56,3.91,12125.69,8434.94
1932,2024-07-23,15149.54,0.94,0.92,11431.61,1815.19
7234,2024-07-02,171494.52,4.04,3.79,9747.15,13665.0
5396,2024-08-18,220472.56,-5.33,-5.53,9715.9,14068.69
6263,2023-04-04,34100.12,0.66,0.6,12838.85,13687.49
7027,2023-10-02,470990.77,18.17,19.44,9155.17,4435.96
1029,2023-03-04,155807.29,-1.6,-1.31,10900.54,17995.5
9730,2024-03-03,275250.49,3.18,3.66,18144.7,12107.33
9983,2023-10-18,417092.53,12.11,11.21,2688.75,8471.32
7049,2023-12-31,338824.67,3.48,3.0,19791.84,3806.13
6416,2024-01-04,436218.2,2.08,1.72,14042.06,10777.15
6263,2023-12-11,263777.38,-1.99,-1.97,18467.95,12220.48
1280,2024-03-06,6796.87,16.89,18.37,16511.17,9843.3
5136,2024-02-07,218610.58,0.97,0.86,4044.81,2863.74
5390,2024-04-22,153601.76,5.68,5.48,10280.85,747.38
8353,2024-04-11,17283.9,13.97,11.69,19932.85,2691.39
9525,2023-06-16,367452.5,9.15,9.47,10434.68,18498.18
1138,2023-12-31,50989.18,10.62,10.98,12992.02,2643.02
5559,2023-05-30,442823.83,7.92,9.08,5974.0,15711.37
9575,2023-02-19,149303.6,13.08,11.65,18488.16,5137.69
3640,2022-11-09,232854.32,-5.62,-6.19,14152.73,5709.74
1280,2024-08-21,493050.49,4.56,5.35,1107.25,17953.57
4700,2023-10-10,84443.47,4.97,5.54,19932.95,9279.74
4351,2022-09-30,311741.76,-4.49,-3.6,1675.99,13396.07
5631,2022-10-31,40184.06,1.97,2.18,15229.77,10042.78
5227,2023-01-12,291093.21,-1.6,-1.91,2651.79,15529.03
7691,2023-11-22,107302.13,3.49,2.91,1455.72,8232.2
8661,2024-08-13,148115.08,5.82,6.45,19220.31,2340.71
5108,2023-03-03,299801.36,15.34,17.51,14679.06,603.72
3862,2024-01-12,256316.54,4.23,3.69,1263.54,17299.12
4948,2023-04-13,202673.72,10.2,8.34,5320.69,7946.73
8371,2024-08-14,293172.84,7.84,7.27,8312.56,3877.22
5396,2024-09-18,418663.8,-4.84,-5.01,11320.75,3509.69
5968,2023-01-03,447201.42,6.9,8.01,15283.19,4251.15
3640,2024-03-04,274580.1,-7.06,-5.94,11975.82,835.21
3300,2024-03-15,247176.21,18.58,15.26,18257.89,17037.12
8371,2024-03-16,369782.95,-7.57,-8.16,16382.2,10411.57
5227,2022-10-30,250918.4,-5.11,-4.66,17933.34,6798.22
4351,2022-12-30,141809.61,1.44,1.61,6027.48,7005.33
8907,2023-08-07,8791.58,5.86,5.62,9388.45,10423.26
7948,2023-12-24,320184.59,13.87,12.36,13795.03,17209.68
1280,2024-01-18,317977.93,6.49,5.98,4475.82,2206.36
4115,2024-02-26,153389.34,9.06,10.17,10995.75,13218.69
2823,2024-01-03,280035.52,3.88,3.81,8198.05,13898.22
5227,2024-08-25,472853.23,-8.97,-7.5,12009.23,12933.72
3300,2023-06-23,466052.34,-3.75,-3.46,19926.94,16141.46
6416,2023-04-01,255818.9,6.49,5.74,16516.34,1314.8
4390,2024-01-26,288922.04,-5.44,-5.07,8392.97,9509.53
9866,2023-03-08,15242.99,-9.71,-8.68,16747.34,4361.85
3109,2024-04-27,367664.74,17.33,16.58,10076.04,12477.75
9900,2023-01-10,78956.22,4.41,4.26,10432.7,798.49
7049,2023-02-05,91742.25,-2.11,-1.76,15398.52,2862.33
3640,2024-03-23,111765.3,11.59,12.87,189.66,9754.38
5646,2023-09-19,484261.58,-1.75,-1.41,8434.58,7843.77
7234,2024-07-24,177821.93,-1.53,-1.61,10812.89,8609.9
8907,2024-01-26,174025.56,-6.38,-5.49,17177.81,18551.87
2344,2023-10-29,352667.33,-0.84,-0.91,1499.7,14998.58
1410,2022-12-07,29998.35,-1.45,-1.21,1960.43,15906.51
3504,2024-07-10,104654.03,-9.37,-10.61,1515.64,14953.95
5431,2024-06-02,107563.72,-5.32,-6.24,1809.5,8447.86
6416,2024-09-08,78702.36,8.91,7.22,345.41,8486.29
4993,2024-07-22,100427.54,-4.98,-4.69,17495.1,1686.07
7270,2023-10-22,201863.93,6.86,6.94,759.82,6942.86
4430,2022-12-10,470607.55,2.81,2.48,12166.92,12444.39
8853,2024-09-19,364190.77,19.18,15.67,4240.14,16075.8
4948,2022-11-12,377947.92,-3.25,-3.07,11644.16,6658.67
9427,2023-11-10,82840.26,13.27,12.01,14227.29,12207.22
1029,2024-06-22,73942.06,14.41,16.77,10997.15,8413.3
4351,2023-05-26,260497.61,12.06,13.59,653.21,3638.81
7172,2023-05-24,180373.3,16.59,15.39,11717.8,3260.47
8977,2023-02-22,17385.68,-3.01,-2.61,12227.26,2185.84
7634,2022-10-15,51428.2,9.36,10.25,16071.33,18241.35
8234,2023-02-01,233936.76,10.95,9.96,12973.61,3871.7
7983,2023-08-02,272537.99,-0.35,-0.29,18521.8,4014.54
5431,2024-07-28,53487.34,16.65,18.6,3190.66,17661.48
1405,2023-05-13,451874.05,16.58,14.47,18090.84,11487.13
2304,2023-07-21,232650.37,9.3,8.64,4592.37,3304.69
9031,2024-07-12,484416.14,-7.17,-7.01,12618.61,14472.96
7634,2023-02-27,136680.85,-3.19,-3.03,17144.35,4018.14
4716,2023-09-13,45906.41,-5.8,-5.46,10801.79,15635.56
2157,2023-11-22,186503.43,14.02,13.14,19387.13,16243.92
4843,2024-08-16,243244.92,8.85,7.14,1448.91,15293.33
7582,2024-04-20,37503.49,-5.19,-5.34,15217.06,3109.21
2363,2023-09-23,254076.96,-8.1,-6.77,6730.47,7092.26
8356,2023-05-16,123371.04,-1.16,-1.14,18367.34,7376.71
1558,2022-12-10,454479.89,14.35,12.12,10641.66,12475.4
1405,2023-12-18,205200.6,18.16,14.63,9618.19,4241.56
5318,2022-12-22,241152.88,12.73,11.88,7552.4,1776.63
3938,2024-09-01,223828.31,1.63,1.83,11860.89,8861.73
6590,2022-12-25,179310.8,17.53,14.59,17013.58,4073.61
7985,2023-05-10,445863.38,-2.13,-1.75,9874.87,14119.47
8582,2024-02-16,418016.89,9.0,10.34,8169.39,19610.61
1280,2022-11-03,248999.39,14.82,14.33,13908.09,12553.87
7159,2024-04-02,192330.68,2.13,1.73,19116.21,1478.2
7172,2023-03-05,281774.63,13.9,16.56,8284.76,9734.07
4993,2023-03-28,236719.83,19.71,22.41,14065.05,7132.92
1204,2023-05-27,213692.57,7.82,8.6,8068.96,8654.47
7027,2022-12-18,11781.8,-0.98,-1.01,14796.85,12282.85
6297,2024-03-09,147520.98,-4.07,-4.47,17787.83,18174.75
8032,2023-07-06,413633.02,17.11,20.44,18218.26,11025.14
7046,2024-02-08,377890.09,7.65,8.29,8125.54,14925.26
5559,2022-11-14,359790.98,14.38,12.48,10085.82,6216.97
2363,2022-10-30,421423.65,-3.35,-3.14,18998.52,6974.54
8975,2023-06-28,88817.71,-1.66,-1.81,5127.46,11689.08
2142,2024-01-04,65410.47,6.83,6.64,19861.16,12364.11
5007,2023-05-17,226465.22,13.71,15.87,3043.88,4963.16
3938,2023-02-19,227329.5,-3.29,-3.6,18290.77,195.86
7655,2023-11-21,18202.73,-5.72,-5.27,9010.13,7544.54
9698,2023-09-08,204335.07,-2.35,-2.4,11086.77,14882.87
4716,2024-06-02,355707.94,-5.39,-5.38,697.66,11334.73
6240,2023-02-24,5267.09,-9.33,-7.78,11535.02,16206.8
9116,2023-11-23,78286.34,15.92,14.85,849.99,16719.01
4157,2023-10-23,268162.23,16.92,14.18,11517.48,3821.47
6810,2024-08-11,328351.72,2.46,2.35,8728.26,11625.37
9920,2023-02-12,488409.92,5.69,5.19,12417.06,303.69
9751,2023-08-11,107207.01,-1.33,-1.48,4223.63,3893.59
7258,2024-01-08,160667.14,17.85,17.85,10245.03,2351.21
7858,2022-10-26,37843.3,2.2,2.32,7523.2,10116.35
8069,2024-06-07,254630.15,11.23,12.86,13269.98,3774.94
8661,2023-07-17,102452.29,-7.31,-7.36,5761.21,14889.95
3504,2022-11-25,51299.17,9.83,8.61,15358.61,4409.2
5559,2024-09-24,161069.68,2.23,2.43,10217.38,9864.85
1280,2023-09-29,277632.71,-1.17,-1.38,14704.21,8799.24
2461,2024-04-12,373490.93,6.79,6.13,251.43,9353.53
