transaction_id,portfolio_id,transaction_type,transaction_date,asset_type,asset_name,units,transaction_price,total_amount
9534612,2363,Sell,2023-02-06,Bond,Barnes and Sons Bond,26.28,275.22,7232.78
6589543,2304,Dividend,2024-09-19,Real Estate,Jefferson LLC Real Estate,28.91,908.95,26277.74
9181297,6218,Dividend,2023-05-30,Stock,Baxter-Hatfield Mutual Fund,31.72,916.33,29065.99
4161471,4877,Sell,2024-03-31,Stock,Olson PLC Stock,64.09,776.5,49765.89
5362563,6590,Dividend,2023-10-20,Real Estate,Ho Group Bond,94.79,648.36,61458.04
1946506,9733,Dividend,2024-08-02,Mutual Fund,Whitaker Group Stock,39.96,631.63,25239.93
1425047,4705,Dividend,2024-09-15,Bond,Taylor-Grant Real Estate,69.43,726.6,50447.84
1166838,4566,Dividend,2024-05-28,Real Estate,Glass PLC Stock,15.83,73.74,1167.3
5661800,9015,Buy,2024-06-18,Stock,Jones Group Mutual Fund,49.01,111.32,5455.79
3252565,8032,Dividend,2024-03-30,Bond,Higgins-Burton Stock,39.92,471.0,18802.32
7100771,2079,Buy,2024-05-26,Bond,Guzman LLC Real Estate,87.75,537.07,47127.89
8610926,6750,Sell,2024-08-22,Bond,Rich-Freeman Stock,51.6,160.49,8281.28
9219138,6240,Dividend,2022-12-26,Stock,Johnson-Williams Bond,84.41,407.89,34429.99
7488267,2150,Dividend,2024-07-21,Bond,"Hartman, Jones and Reese Mutual Fund",25.78,925.0,23846.5
5066963,4566,Sell,2023-07-07,Bond,Mcdonald-Taylor Stock,55.26,395.81,21872.46
2798522,8371,Sell,2023-07-31,Stock,Henson and Sons Bond,71.54,814.96,58302.24
4695239,2696,Dividend,2024-08-07,Bond,"Stephenson, Dawson and Meyers Real Estate",7.6,368.54,2800.9
8721355,7634,Dividend,2023-02-27,Real Estate,Carter PLC Real Estate,12.0,923.86,11086.32
7930184,8582,Sell,2024-05-02,Stock,Miller-Short Stock,99.45,556.19,55313.1
1992746,7270,Dividend,2023-05-17,Mutual Fund,"Castro, Cabrera and Paul Stock",62.21,331.01,20592.13
3167918,8661,Buy,2022-10-26,Real Estate,Johnston-Santiago Mutual Fund,37.42,857.7,32095.13
4621653,9427,Sell,2024-01-30,Mutual Fund,"Howard, Patton and Anderson Mutual Fund",13.95,462.78,6455.78
4144429,6444,Buy,2022-12-09,Real Estate,Koch Group Mutual Fund,65.84,355.76,23423.24
8255699,8625,Dividend,2023-05-18,Real Estate,Rodgers Group Bond,13.29,56.71,753.68
2922719,4862,Buy,2024-04-07,Mutual Fund,"Mack, Morgan and Johnson Mutual Fund",77.56,108.97,8451.71
1779575,2382,Sell,2023-12-20,Bond,"Reed, Copeland and Haley Bond",66.23,92.83,6148.13
9075461,9834,Sell,2024-05-17,Stock,Jones-Fletcher Stock,42.53,568.89,24194.89
4227785,1726,Sell,2023-05-27,Real Estate,Harris-Gay Mutual Fund,51.62,939.72,48508.35
7896913,1787,Sell,2023-02-13,Real Estate,"Stevens, Harmon and Yang Mutual Fund",47.59,214.22,10194.73
9622761,2448,Buy,2023-05-30,Stock,"White, Erickson and Taylor Real Estate",82.59,949.73,78438.2
2472951,8503,Dividend,2022-10-18,Real Estate,Hart and Sons Real Estate,68.13,789.0,53754.57
5363057,7983,Sell,2022-12-08,Mutual Fund,"Hebert, Cordova and Blake Real Estate",1.14,677.51,772.36
9285156,3120,Dividend,2024-02-14,Real Estate,Lewis Ltd Bond,61.06,172.14,10510.87
4546587,1280,Buy,2024-03-29,Real Estate,Murphy PLC Mutual Fund,92.91,656.53,60998.2
6619517,3938,Buy,2024-08-27,Stock,Adams Group Stock,20.35,384.01,7814.6
9294554,8234,Buy,2024-01-18,Mutual Fund,Lewis-Pittman Real Estate,32.18,704.76,22679.18
1973793,9900,Sell,2024-05-20,Mutual Fund,Washington-Thomas Bond,80.04,917.67,73450.31
9125482,7654,Sell,2023-03-04,Mutual Fund,"Ortiz, Ortega and Gonzales Bond",85.3,463.48,39534.84
9143075,3112,Dividend,2023-12-08,Mutual Fund,Stone-David Stock,1.06,961.71,1019.41
8726955,1787,Buy,2024-02-14,Real Estate,Baker-Gilbert Mutual Fund,83.24,597.64,49747.55
5188739,1666,Buy,2023-07-13,Real Estate,James Ltd Mutual Fund,17.73,221.78,3932.16
5260069,5559,Sell,2022-12-29,Mutual Fund,Mcgee PLC Stock,30.36,682.34,20715.84
9127526,2150,Sell,2023-09-11,Bond,Bailey-Rodriguez Bond,7.01,174.71,1224.72
9768494,1666,Dividend,2022-12-23,Mutual Fund,"Clark, Smith and Mcguire Stock",86.7,186.06,16131.4
8746948,8582,Dividend,2024-02-03,Stock,Blake-Shepard Bond,82.3,176.17,14498.79
3439982,1784,Sell,2022-11-17,Real Estate,Mcguire LLC Real Estate,77.31,84.43,6527.28
3180446,1845,Dividend,2023-07-14,Bond,"Brooks, White and Martin Bond",20.99,756.17,15872.01
5612057,4700,Sell,2024-03-23,Stock,"Riddle, Perry and Johnson Stock",79.7,656.6,52331.02
5281814,1471,Sell,2023-03-27,Real Estate,Smith Group Bond,60.78,347.36,21112.54
7287100,8356,Sell,2023-07-30,Mutual Fund,Aguirre Ltd Bond,4.02,524.39,2108.05
6361971,6750,Dividend,2023-04-01,Stock,Navarro Inc Stock,37.2,646.5,24049.8
6638492,4390,Buy,2024-02-23,Stock,"Moore, Reed and Steele Stock",49.98,584.15,29195.82
6906643,1858,Sell,2023-09-13,Stock,Austin Group Stock,72.74,650.48,47315.92
6399523,6590,Dividend,2024-04-22,Bond,Martinez-Carter Bond,15.43,502.51,7753.73
3362378,7270,Buy,2024-07-27,Stock,Allen Inc Mutual Fund,42.35,828.92,35104.76
8784701,7172,Sell,2022-11-03,Real Estate,Miller Ltd Mutual Fund,36.11,679.54,24538.19
2558811,6750,Sell,2024-09-22,Stock,"Bryant, Valdez and Johnson Mutual Fund",79.22,805.85,63839.44
3639361,8032,Sell,2024-07-05,Stock,Cole Group Bond,75.11,127.85,9602.81
4793044,8234,Dividend,2023-09-20,Bond,Brown Group Real Estate,66.63,226.39,15084.37
3416140,5933,Buy,2022-12-06,Stock,"Mills, Miller and Meyer Stock",24.79,309.02,7660.61
4892720,4957,Dividend,2024-01-30,Mutual Fund,"Jones, Greene and Brown Real Estate",89.72,100.2,8989.94
2002072,5318,Sell,2024-09-04,Real Estate,"Jones, Mathews and Carroll Stock",43.26,140.81,6091.44
5015620,2823,Dividend,2024-07-14,Real Estate,Hoover Inc Bond,84.46,143.63,12130.99
1099629,8356,Dividend,2023-07-19,Bond,"Villa, Robinson and Huff Bond",28.99,440.19,12761.11
7013557,3900,Buy,2023-05-01,Real Estate,"Williams, Arnold and Chapman Stock",74.34,540.75,40199.36
5972331,5431,Buy,2024-06-30,Bond,"Russell, Thornton and Thompson Bond",88.4,698.98,61789.83
3187037,4862,Dividend,2023-03-19,Bond,Smith-Gonzalez Mutual Fund,18.81,256.2,4819.12
9496530,7270,Sell,2024-07-19,Bond,Myers-Bell Stock,92.41,942.84,87127.84
2476795,8156,Sell,2023-02-05,Mutual Fund,"Myers, Guerrero and Aguilar Bond",18.63,718.93,13393.67
2083654,5044,Buy,2023-11-10,Mutual Fund,Peterson-Perkins Mutual Fund,47.0,526.23,24732.81
4558298,2363,Dividend,2023-04-06,Bond,"Stephenson, Wilkinson and Pratt Bond",65.85,50.32,3313.57
1186683,5559,Buy,2024-07-28,Stock,Hart PLC Real Estate,98.82,103.34,10212.06
8870455,4948,Buy,2024-06-10,Bond,Jackson PLC Bond,64.25,382.91,24601.97
5599330,9733,Buy,2023-03-24,Stock,"Lane, Hughes and Mccarthy Mutual Fund",61.26,717.05,43926.48
9187906,8582,Buy,2024-08-17,Mutual Fund,Bryant Inc Real Estate,20.19,298.63,6029.34
2198575,4157,Sell,2024-01-12,Bond,Wilson-Gardner Stock,11.46,690.89,7917.6
3528427,5705,Sell,2024-06-08,Real Estate,"Lewis, Smith and Evans Mutual Fund",87.26,611.89,53393.52
4300515,8975,Dividend,2024-01-18,Bond,Hale-Brown Mutual Fund,65.96,433.36,28584.43
1079839,2150,Buy,2023-12-19,Real Estate,"Howard, Patton and Anderson Mutual Fund",12.07,985.79,11898.49
3595365,8625,Sell,2024-01-01,Real Estate,Webb LLC Real Estate,88.7,299.1,26530.17
4794969,5933,Dividend,2023-12-22,Stock,Brooks-Sullivan Real Estate,23.6,664.9,15691.64
1333689,3617,Sell,2023-06-10,Mutual Fund,Henderson-King Mutual Fund,43.66,940.93,41081.0
4750161,4700,Buy,2023-08-28,Mutual Fund,"Rodriguez, Wood and Turner Bond",91.98,743.29,68367.81
5952909,7258,Sell,2023-11-29,Bond,Sharp LLC Stock,30.57,927.0,28338.39
7077345,2678,Buy,2022-12-21,Mutual Fund,"Rowland, Bartlett and Cook Real Estate",84.7,428.81,36320.21
9192493,4993,Sell,2023-07-03,Mutual Fund,"Stephenson, Dawson and Meyers Real Estate",55.36,99.24,5493.93
2429324,7172,Sell,2024-08-27,Real Estate,"Brown, Gallagher and Meadows Stock",67.45,232.55,15685.5
4064017,2525,Dividend,2023-02-08,Mutual Fund,Shaffer Ltd Mutual Fund,97.99,395.7,38774.64
6316744,9525,Sell,2024-06-15,Bond,"Stevens, Harmon and Yang Mutual Fund",60.08,163.88,9845.91
6582304,3938,Buy,2023-05-22,Bond,Farrell PLC Real Estate,24.48,892.01,21836.4
5264537,7581,Buy,2023-06-03,Stock,"Anderson, Chavez and Nielsen Stock",47.85,642.56,30746.5
8203232,1475,Sell,2023-05-11,Mutual Fund,"Davis, Jones and Booth Mutual Fund",29.93,396.97,11881.31
3428810,8661,Dividend,2023-10-09,Mutual Fund,Johnson-Green Bond,59.06,693.47,40956.34
3732278,9427,Dividend,2023-10-30,Bond,"Reynolds, Brown and Powers Mutual Fund",36.75,603.27,22170.17
4569819,7948,Dividend,2022-11-24,Stock,"Bartlett, Kane and Brown Bond",4.07,433.92,1766.05
5644620,8661,Dividend,2024-09-23,Real Estate,Harris Group Stock,93.93,647.52,60821.55
7587548,2474,Dividend,2024-07-28,Bond,"Sims, Oliver and Lee Real Estate",94.66,752.19,71202.31
2250973,4771,Sell,2024-08-03,Real Estate,"Ellis, Perez and Sparks Bond",81.86,461.07,37743.19
5281421,1845,Dividend,2023-01-26,Stock,Anderson and Sons Stock,30.5,950.47,28989.33
8653934,5390,Dividend,2024-07-30,Real Estate,Mitchell-Green Real Estate,89.23,649.68,57970.95
7319936,2304,Dividend,2023-01-02,Stock,"Harmon, Wilson and Kirk Bond",14.13,755.14,10670.13
8099656,1558,Sell,2024-01-17,Real Estate,Miller Ltd Stock,63.6,363.42,23113.51
8127659,1069,Dividend,2024-06-27,Mutual Fund,Moore PLC Stock,46.95,547.91,25724.37
2603911,2823,Dividend,2023-09-22,Real Estate,James Ltd Mutual Fund,98.2,614.23,60317.39
9738518,4390,Sell,2024-06-02,Mutual Fund,Blake-Shepard Bond,97.11,747.15,72555.74
9205608,1558,Dividend,2022-10-17,Bond,Brown-Perez Bond,25.66,618.25,15864.3
7749687,3574,Buy,2024-03-13,Real Estate,"Webb, Barnes and Nelson Stock",91.29,529.09,48300.63
9182220,8355,Buy,2023-08-03,Stock,"Fitzpatrick, Jensen and Payne Bond",43.53,646.08,28123.86
3806652,4948,Sell,2023-12-02,Real Estate,Patterson-Harris Mutual Fund,68.17,872.25,59461.28
6048613,2598,Buy,2022-10-11,Real Estate,Bailey Inc Mutual Fund,45.73,377.24,17251.19
5454272,5631,Buy,2022-10-20,Stock,Fleming-Montgomery Bond,33.61,786.58,26436.95
5779912,9427,Dividend,2023-01-26,Bond,Atkins-Davis Bond,2.62,499.0,1307.38
3552520,7747,Dividend,2023-01-19,Bond,Smith-Stevenson Mutual Fund,34.79,366.3,12743.58
8675835,4355,Buy,2022-12-02,Mutual Fund,Beck and Sons Stock,99.62,168.9,16825.82
2159210,6369,Sell,2023-03-24,Bond,West-Noble Real Estate,61.78,842.77,52066.33
1057169,6416,Buy,2024-04-05,Real Estate,"Kemp, Mckee and Garcia Mutual Fund",9.86,271.53,2677.29
6499470,8977,Dividend,2024-08-30,Stock,Middleton LLC Mutual Fund,63.27,186.44,11796.06
7652767,2363,Buy,2024-08-11,Mutual Fund,Evans-Robertson Bond,87.38,609.68,53273.84
8229915,2079,Buy,2023-09-29,Mutual Fund,"Schmidt, Blackburn and Ford Mutual Fund",40.42,204.48,8265.08
2486676,3112,Sell,2024-07-02,Bond,Williams and Sons Bond,60.0,654.85,39291.0
3024730,9656,Sell,2024-07-23,Stock,Barajas Group Bond,91.54,456.2,41760.55
3902184,3640,Dividend,2023-06-05,Bond,"Smith, Miles and Potter Mutual Fund",37.81,373.24,14112.2
3714843,6906,Sell,2024-03-30,Stock,Molina PLC Bond,90.3,891.96,80543.99
5743246,4007,Dividend,2023-04-01,Bond,"Meza, Parker and Robbins Mutual Fund",69.89,902.63,63084.81
9396426,9427,Dividend,2022-10-13,Bond,Porter-Morgan Bond,25.61,705.65,18071.7
7326356,3900,Dividend,2024-07-21,Bond,Decker-Bryant Mutual Fund,67.7,612.07,41437.14
3557595,8368,Buy,2023-07-22,Bond,Evans and Sons Bond,7.16,484.07,3465.94
8961928,1029,Sell,2023-02-23,Bond,Thomas PLC Stock,61.69,298.62,18421.87
8499185,4705,Buy,2024-09-05,Stock,Nichols Ltd Mutual Fund,97.03,464.76,45095.66
1256517,7976,Sell,2024-03-13,Mutual Fund,Henderson-King Mutual Fund,61.07,997.59,60922.82
7589195,2461,Sell,2024-02-04,Stock,"Harrison, Perez and Trevino Stock",12.89,533.12,6871.92
7964033,1763,Sell,2024-07-17,Real Estate,Garcia Inc Mutual Fund,55.57,526.94,29282.06
9813024,1138,Sell,2024-02-04,Mutual Fund,Taylor and Sons Bond,93.2,367.42,34243.54
2892875,2697,Sell,2023-03-29,Stock,Murphy PLC Bond,18.03,659.75,11895.29
4670585,1405,Dividend,2024-03-09,Bond,"Adkins, Munoz and Sims Stock",30.21,555.86,16792.53
1352776,9575,Dividend,2023-10-20,Real Estate,Alexander-Hall Stock,98.78,163.73,16173.25
4140661,7265,Sell,2024-08-30,Bond,Hull Ltd Stock,35.99,505.88,18206.62
5266157,2142,Buy,2024-03-15,Mutual Fund,Scott PLC Real Estate,16.38,452.44,7410.97
2515212,4115,Sell,2023-12-29,Mutual Fund,Mosley-Wood Stock,83.15,729.85,60687.03
9514047,5541,Buy,2022-12-19,Mutual Fund,Fisher-Best Real Estate,95.68,707.64,67707.0
5092663,2150,Sell,2022-11-29,Mutual Fund,Gallagher-Hall Stock,85.81,768.14,65914.09
4589279,6655,Sell,2023-01-11,Stock,Sanchez-Juarez Real Estate,21.36,175.94,3758.08
9431024,1204,Dividend,2024-08-16,Real Estate,"Anderson, Martinez and Fowler Real Estate",17.02,656.56,11174.65
5869349,1483,Buy,2023-09-03,Bond,Miller-Short Stock,49.8,985.47,49076.41
8653908,4948,Dividend,2022-10-25,Bond,Nicholson Group Real Estate,38.13,51.91,1979.33
5370435,9656,Sell,2023-03-04,Mutual Fund,Day LLC Bond,49.68,791.15,39304.33
1843186,1784,Dividend,2022-11-15,Real Estate,Dougherty-Shaw Bond,34.37,383.47,13179.86
2744583,7976,Dividend,2023-08-29,Bond,Smith-Lopez Bond,52.67,110.87,5839.52
8850130,5968,Dividend,2023-08-27,Bond,"Baker, Ramirez and Steele Real Estate",26.35,537.74,14169.45
2727674,8156,Buy,2024-09-17,Stock,"White, Boyer and Stephens Real Estate",98.67,932.03,91963.4
4500450,4716,Dividend,2024-07-03,Bond,"Hernandez, Ramos and Green Bond",66.93,961.96,64383.98
3643642,6416,Dividend,2023-06-07,Mutual Fund,Cordova LLC Bond,50.13,377.62,18930.09
4713582,9751,Dividend,2023-08-26,Mutual Fund,Molina PLC Bond,54.75,986.81,54027.85
3510799,5431,Buy,2023-01-06,Stock,Garcia Inc Mutual Fund,44.82,166.75,7473.73
3818498,2079,Sell,2024-02-26,Stock,Becker PLC Stock,93.78,228.41,21420.29
4986075,9698,Sell,2023-07-18,Mutual Fund,"Dyer, Fitzgerald and Wiggins Mutual Fund",10.59,941.85,9974.19
4222310,2696,Dividend,2022-10-10,Mutual Fund,Sanchez-Juarez Real Estate,79.4,843.5,66973.9
4118242,1784,Dividend,2023-10-22,Stock,Holden Group Bond,52.02,151.59,7885.71
7349449,4877,Dividend,2023-04-16,Mutual Fund,Preston-Williams Bond,64.17,624.16,40052.35
6435656,8356,Dividend,2022-12-01,Bond,"Jennings, Kline and Andrews Stock",44.83,409.59,18361.92
7125941,7172,Buy,2023-10-10,Mutual Fund,"Evans, Zuniga and Stafford Stock",97.22,683.5,66449.87
3649037,3574,Dividend,2022-10-29,Stock,Brooks-Sullivan Real Estate,94.74,248.75,23566.57
7879269,8907,Buy,2024-05-18,Bond,Flores Group Real Estate,27.37,850.33,23273.53
5315127,9834,Dividend,2022-10-07,Mutual Fund,Klein PLC Stock,83.31,137.88,11486.78
8429298,3300,Buy,2023-11-24,Stock,Moore PLC Stock,28.24,285.65,8066.76
2096906,8550,Dividend,2023-01-20,Mutual Fund,Baker Inc Bond,43.06,939.06,40435.92
8875446,6750,Sell,2023-10-25,Mutual Fund,Mueller-Butler Bond,77.96,941.83,73425.07
4159289,3193,Sell,2024-06-09,Real Estate,Anderson-Turner Mutual Fund,90.61,169.4,15349.33
9613880,4351,Dividend,2023-01-17,Stock,"Williams, Baker and Byrd Mutual Fund",19.04,672.06,12796.02
2239208,2055,Dividend,2023-09-06,Bond,Holden Group Bond,41.95,790.09,33144.28
1083643,4716,Buy,2022-11-03,Stock,Price Ltd Real Estate,95.85,255.71,24509.8
3915088,5705,Buy,2023-05-18,Mutual Fund,"Cuevas, Palmer and Murphy Bond",80.79,79.61,6431.69
5172013,3758,Sell,2023-12-29,Mutual Fund,"Adkins, Munoz and Sims Stock",48.12,629.44,30288.65
6117316,9566,Dividend,2023-10-23,Mutual Fund,Burke-Franklin Stock,41.33,975.91,40334.36
3042639,7581,Sell,2023-09-30,Real Estate,"Mcintyre, Wilson and Austin Bond",67.05,155.4,10419.57
5942014,1558,Dividend,2023-08-07,Real Estate,Pham-Romero Mutual Fund,86.21,764.14,65876.51
6710199,9427,Buy,2022-12-28,Real Estate,Davis-Hall Bond,19.77,971.3,19202.6
1956630,2823,Sell,2024-05-02,Mutual Fund,Rogers-Lambert Real Estate,47.94,745.68,35747.9
6325657,8977,Sell,2024-05-27,Stock,Smith-Harris Stock,23.24,446.06,10366.43
3202897,2235,Sell,2023-10-28,Bond,Hall-Frank Real Estate,86.2,537.18,46304.92
6442469,1280,Buy,2023-04-03,Bond,Long and Sons Stock,88.62,431.72,38259.03
4917710,8356,Sell,2024-09-08,Stock,"Wilkerson, Johnson and Martinez Mutual Fund",72.78,622.46,45302.64
5368789,2474,Dividend,2024-07-23,Mutual Fund,Lopez and Sons Stock,56.8,965.0,54812.0
2908145,1666,Buy,2023-04-27,Stock,"Cabrera, Mcfarland and Nelson Real Estate",10.45,824.5,8616.02
5577935,4716,Sell,2023-04-28,Stock,Hopkins-Rojas Mutual Fund,17.68,557.88,9863.32
2874451,8069,Buy,2023-07-31,Real Estate,"Williams, Baker and Byrd Mutual Fund",50.02,382.6,19137.65
5111534,8503,Buy,2024-07-02,Real Estate,Crawford LLC Real Estate,95.45,380.61,36329.22
6634233,9015,Buy,2023-06-18,Mutual Fund,Fisher LLC Real Estate,68.54,328.55,22518.82
8814503,5663,Buy,2022-10-19,Bond,Powell-Doyle Stock,54.16,920.96,49879.19
1935552,1204,Buy,2024-02-14,Bond,"Price, Dodson and Wilkerson Mutual Fund",40.48,529.51,21434.56
4623699,7265,Sell,2023-08-15,Stock,Scott PLC Real Estate,87.33,760.01,66371.67
3199525,5044,Buy,2024-06-24,Bond,Smith-Jordan Mutual Fund,69.19,311.72,21567.91
4929778,6240,Buy,2022-12-14,Stock,"May, Ayala and Daniels Bond",41.25,842.45,34751.06
3261331,1932,Buy,2023-10-07,Stock,"Simmons, Frazier and Brown Mutual Fund",43.25,531.25,22976.56
2677355,6070,Buy,2024-02-27,Bond,"Bauer, Ho and Salas Mutual Fund",84.87,947.49,80413.48
7341276,2055,Sell,2022-11-06,Real Estate,Hunter-Green Bond,16.09,935.92,15058.95
5286926,1204,Dividend,2022-12-09,Mutual Fund,Evans Inc Stock,98.19,907.57,89114.3
7919273,3258,Buy,2023-05-03,Mutual Fund,Phelps Ltd Stock,20.0,943.52,18870.4
3674045,6906,Dividend,2023-11-30,Real Estate,Thomas and Sons Real Estate,41.48,744.94,30900.11
4539337,2474,Dividend,2023-05-30,Stock,Skinner LLC Bond,34.04,858.19,29212.79
6622394,5044,Dividend,2022-12-07,Stock,Johnson LLC Bond,92.93,608.04,56505.16
9586019,2235,Dividend,2023-10-04,Stock,Mclaughlin-Brooks Real Estate,79.7,535.45,42675.37
2237006,4430,Dividend,2023-10-22,Real Estate,Beasley-Grant Stock,7.21,816.71,5888.48
1739213,2183,Buy,2022-11-04,Mutual Fund,Smith-Harris Stock,23.0,149.56,3439.88
2382215,4007,Dividend,2023-07-08,Stock,Santos Ltd Real Estate,20.77,317.07,6585.54
2011038,1858,Sell,2023-05-19,Stock,Howell Group Real Estate,11.27,573.35,6461.65
4312417,3640,Sell,2022-11-02,Stock,"Taylor, Tucker and Keith Real Estate",13.67,514.8,7037.32
6382243,1932,Dividend,2023-07-23,Real Estate,"Bauer, Ho and Salas Mutual Fund",42.32,358.02,15151.41
5175624,9353,Dividend,2023-07-20,Stock,Pham-Miller Mutual Fund,54.27,650.95,35327.06
9909990,6070,Sell,2023-05-28,Bond,Alvarez-Soto Mutual Fund,62.59,502.26,31436.45
8233946,1932,Dividend,2024-01-24,Stock,Levy-Harris Real Estate,58.72,227.31,13347.64
8170173,5007,Sell,2023-06-11,Bond,"Cortez, Jones and Skinner Real Estate",43.07,73.98,3186.32
2891928,9834,Sell,2023-07-20,Mutual Fund,Stuart-Trujillo Bond,12.49,803.23,10032.34
7464301,7234,Sell,2023-02-13,Mutual Fund,Johnson Inc Mutual Fund,23.23,659.9,15329.48
2366809,1471,Buy,2023-07-31,Bond,Johnson PLC Bond,79.88,413.89,33061.53
2345836,1770,Sell,2024-01-16,Mutual Fund,Williams LLC Real Estate,31.88,575.75,18354.91
5806704,9866,Dividend,2024-06-30,Bond,Peterson-Perkins Mutual Fund,14.59,808.4,11794.56
5148571,7234,Buy,2023-07-18,Real Estate,Webb-Wallace Stock,2.55,112.29,286.34
3937140,3900,Dividend,2023-12-09,Mutual Fund,Flores Group Mutual Fund,20.46,202.54,4143.97
6864220,9031,Buy,2022-11-27,Stock,Williams-Marquez Mutual Fund,58.34,796.58,46472.48
2858911,6810,Sell,2023-11-06,Stock,Lawson-Garcia Bond,10.95,685.5,7506.22
6893567,5933,Dividend,2022-10-16,Real Estate,Jarvis-Osborn Real Estate,10.14,781.22,7921.57
9061475,7858,Sell,2024-09-22,Bond,Stuart LLC Mutual Fund,56.11,381.94,21430.65
8574531,5044,Sell,2023-08-23,Stock,Morrison PLC Stock,10.15,250.76,2545.21
6815512,2363,Buy,2023-04-23,Real Estate,"Cabrera, Parker and Riley Real Estate",70.25,65.9,4629.48
8467286,3725,Dividend,2022-10-25,Mutual Fund,Lee LLC Stock,62.84,814.85,51205.17
9325384,4919,Sell,2023-03-02,Bond,Little PLC Bond,27.56,926.4,25531.58
1921412,4119,Dividend,2024-07-16,Bond,Jarvis-Osborn Real Estate,80.8,222.25,17957.8
8914274,4716,Buy,2024-03-14,Stock,Flores Group Mutual Fund,2.62,537.89,1409.27
7502898,1475,Sell,2024-06-18,Bond,"Simmons, Thomas and Hamilton Bond",62.4,269.84,16838.02
4951033,3617,Buy,2024-09-21,Mutual Fund,Lawson-Garcia Bond,65.85,698.21,45977.13
4433515,9698,Sell,2024-05-27,Mutual Fund,"Serrano, Mitchell and Perez Mutual Fund",44.62,108.98,4862.69
6807538,2382,Buy,2023-08-26,Real Estate,Ford-Gross Bond,97.53,250.96,24476.13
1310899,5110,Buy,2024-04-13,Mutual Fund,Mills PLC Mutual Fund,73.6,263.41,19386.98
1828926,8550,Dividend,2023-04-06,Real Estate,Murphy Ltd Stock,9.74,654.35,6373.37
2046864,4877,Buy,2023-12-11,Mutual Fund,Johnson PLC Mutual Fund,53.92,890.31,48005.52
7459972,2253,Buy,2024-06-29,Real Estate,Anderson-Compton Bond,21.57,364.46,7861.4
5403283,4771,Dividend,2024-07-10,Real Estate,"Marshall, Allison and Stanley Bond",79.07,743.15,58760.87
9225111,2823,Sell,2024-02-14,Real Estate,Ferrell and Sons Stock,39.81,900.86,35863.24
1606610,8368,Sell,2022-10-01,Bond,"White, Erickson and Taylor Real Estate",77.72,705.95,54866.43
7397126,3258,Buy,2023-06-20,Stock,"Wright, Olson and Lopez Real Estate",14.23,250.83,3569.31
4168113,3193,Buy,2022-11-19,Stock,"Macias, Baxter and Munoz Stock",36.61,115.85,4241.27
1086702,8356,Buy,2024-09-16,Bond,"Harmon, Mckinney and Brandt Real Estate",63.67,174.05,11081.76
3814272,4700,Sell,2023-06-08,Bond,Smith-Owens Mutual Fund,36.66,429.56,15747.67
7301291,4390,Dividend,2023-05-24,Bond,Mitchell-Green Real Estate,12.06,242.84,2928.65
7427606,7582,Buy,2024-06-25,Real Estate,Montoya-Morrison Bond,16.72,580.58,9707.3
9102300,4705,Sell,2024-06-23,Real Estate,Ware-Campbell Real Estate,30.25,913.18,27623.69
6876064,4007,Sell,2024-08-20,Bond,"Bates, Morris and Thomas Real Estate",51.31,239.74,12301.06
3903458,8907,Buy,2023-08-08,Stock,"Kramer, Ferguson and Pena Stock",67.93,105.57,7171.37
1694417,3112,Buy,2024-06-27,Bond,"Cameron, Boyd and Hopkins Real Estate",56.51,719.93,40683.24
2524191,5227,Dividend,2024-04-20,Bond,"Price, Dodson and Wilkerson Mutual Fund",84.09,206.97,17404.11
4156544,5264,Sell,2024-04-01,Real Estate,"Castillo, Barker and Russo Mutual Fund",13.14,942.23,12380.9
5495794,5559,Dividend,2023-11-04,Bond,"Williamson, Brandt and Brooks Real Estate",47.7,845.35,40323.2
5816775,9733,Sell,2023-04-30,Mutual Fund,Wright PLC Bond,64.94,387.96,25194.12
8133691,3504,Dividend,2024-01-12,Stock,"Watson, Robinson and Garza Real Estate",17.54,455.25,7985.09
6290800,7602,Dividend,2024-07-10,Stock,"Torres, Wagner and Middleton Mutual Fund",63.58,246.82,15692.82
5437789,4862,Sell,2023-09-21,Real Estate,"Moran, Davidson and Richard Bond",69.42,339.93,23597.94
5171136,7985,Buy,2023-02-23,Bond,Pena LLC Real Estate,86.3,556.48,48024.22
8299663,4321,Dividend,2024-02-07,Mutual Fund,"Thomas, Vazquez and Martin Stock",73.25,333.91,24458.91
2250810,4355,Dividend,2024-03-13,Stock,Hopkins-Sweeney Mutual Fund,79.94,83.96,6711.76
7977802,3640,Buy,2023-06-10,Stock,"Sanford, Hurst and Fletcher Bond",35.37,602.31,21303.7
4901818,9063,Sell,2024-06-01,Mutual Fund,"Morales, Blanchard and Turner Bond",7.7,532.46,4099.94
8889507,8280,Dividend,2024-03-28,Real Estate,Hall-Thomas Mutual Fund,22.74,669.92,15233.98
8705456,1029,Sell,2023-08-24,Real Estate,"Cantrell, Willis and Dyer Stock",64.47,118.32,7628.09
8860266,7159,Buy,2023-12-07,Mutual Fund,Smith-Gonzalez Mutual Fund,69.39,715.41,49642.3
9725995,8550,Sell,2024-08-23,Real Estate,Jones-Bartlett Bond,6.97,921.02,6419.51
6849786,2696,Dividend,2024-09-21,Real Estate,Skinner LLC Bond,7.86,844.75,6639.74
8088963,9900,Sell,2023-08-24,Stock,Oneill-Wright Real Estate,93.68,155.21,14540.07
